"rt","response","trial_type","trial_index","plugin_version","time_elapsed","stimulus","nt","stim","resp","slider_start"
"8544","{}","survey-html-form","0","2.0.0","8548","","","","",""
"null","null","html-keyboard-response","1","2.0.0","11751","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","1","[""I_am_angry_M_A.txt"",""I_am_angry_M_B.txt""]","[""imitate me"",""I am angry""]",""
"2681","96","html-slider-response","2","2.0.0","14435","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","3","2.0.0","17638","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","2","[""come_closer_M_A.txt"",""come_closer_M_B.txt""]","[""which one?"",""come closer""]",""
"2121","93","html-slider-response","4","2.0.0","19761","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","5","2.0.0","22963","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","3","[""move_over_M_A.txt"",""move_over_M_B.txt""]","[""move over"",""give me""]",""
"2495","29","html-slider-response","6","2.0.0","25460","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","7","2.0.0","28663","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","4","[""no_M_A.txt"",""no_M_B.txt""]","[""no"",""imitate me""]",""
"2200","9","html-slider-response","8","2.0.0","30866","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","9","2.0.0","34067","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","5","[""which_one_M_A.txt"",""which_one_M_B.txt""]","[""sit down"",""which one?""]",""
"2292","87","html-slider-response","10","2.0.0","36361","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","11","2.0.0","39563","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","6","[""go_overthere_M_A.txt"",""go_overthere_M_B.txt""]","[""come closer"",""go over there""]",""
"2112","88","html-slider-response","12","2.0.0","41677","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","13","2.0.0","44881","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","7","[""help_yourself_M_A.txt"",""help_yourself_M_B.txt""]","[""I am happy"",""help yourself""]",""
"2301","99","html-slider-response","14","2.0.0","47184","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","15","2.0.0","50385","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","8","[""give_me_M_A.txt"",""give_me_M_B.txt""]","[""give me"",""imitate me""]",""
"3481","2","html-slider-response","16","2.0.0","53868","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"1355","{}","survey-html-form","17","2.0.0","55225","","","","",""
"null","null","html-keyboard-response","18","2.0.0","58427","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","9","[""give_me_M_A.txt"",""give_me_M_B.txt""]","[""I am happy"",""give me""]",""
"2190","96","html-slider-response","19","2.0.0","60618","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","20","2.0.0","63821","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","10","[""this_tall_M_A.txt"",""this_tall_M_B.txt""]","[""I am happy"",""this tall""]",""
"2186","95","html-slider-response","21","2.0.0","66010","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","22","2.0.0","69212","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","11","[""move_it_M_A.txt"",""move_it_M_B.txt""]","[""come closer"",""move it""]",""
"2113","95","html-slider-response","23","2.0.0","71326","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","24","2.0.0","74529","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","12","[""this_tall_M_A.txt"",""this_tall_M_B.txt""]","[""help yourself"",""this tall""]",""
"2024","94","html-slider-response","25","2.0.0","76554","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","26","2.0.0","79756","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","13","[""come_closer_M_A.txt"",""come_closer_M_B.txt""]","[""come closer"",""I am angry""]",""
"2806","3","html-slider-response","27","2.0.0","82563","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","28","2.0.0","85767","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","14","[""which_one_M_A.txt"",""which_one_M_B.txt""]","[""which one?"",""no""]",""
"2606","4","html-slider-response","29","2.0.0","88375","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","30","2.0.0","91579","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","15","[""I_am_happy_M_A.txt"",""I_am_happy_M_B.txt""]","[""I am happy"",""pick up""]",""
"2292","6","html-slider-response","31","2.0.0","93872","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"1193","{}","survey-html-form","32","2.0.0","95066","","","","",""
"null","null","html-keyboard-response","33","2.0.0","98268","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","16","[""move_over_M_A.txt"",""move_over_M_B.txt""]","[""move over"",""move it""]",""
"2105","9","html-slider-response","34","2.0.0","100375","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","35","2.0.0","103577","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","17","[""look_floor_M_A.txt"",""look_floor_M_B.txt""]","[""imitate me"",""look at<br>the floor""]",""
"2024","89","html-slider-response","36","2.0.0","105602","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","37","2.0.0","108805","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","18","[""I_am_angry_M_A.txt"",""I_am_angry_M_B.txt""]","[""pick up"",""I am angry""]",""
"2479","90","html-slider-response","38","2.0.0","111285","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","39","2.0.0","114487","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","19","[""look_floor_M_A.txt"",""look_floor_M_B.txt""]","[""look at<br>the floor"",""sit down""]",""
"2773","92","html-slider-response","40","2.0.0","117262","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","41","2.0.0","120464","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","20","[""move_over_M_A.txt"",""move_over_M_B.txt""]","[""I am angry"",""move over""]",""
"3064","92","html-slider-response","42","2.0.0","123529","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","43","2.0.0","126731","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","21","[""no_M_A.txt"",""no_M_B.txt""]","[""move over"",""no""]",""
"2132","95","html-slider-response","44","2.0.0","128865","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","45","2.0.0","132068","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","22","[""which_one_M_A.txt"",""which_one_M_B.txt""]","[""which one?"",""move over""]",""
"2187","4","html-slider-response","46","2.0.0","134257","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"1201","{}","survey-html-form","47","2.0.0","135459","","","","",""
"null","null","html-keyboard-response","48","2.0.0","138662","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","23","[""sit_down_M_A.txt"",""sit_down_M_B.txt""]","[""move it"",""sit down""]",""
"1999","97","html-slider-response","49","2.0.0","140663","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","50","2.0.0","143864","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","24","[""sit_down_M_A.txt"",""sit_down_M_B.txt""]","[""imitate me"",""sit down""]",""
"2097","97","html-slider-response","51","2.0.0","145963","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","52","2.0.0","149165","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","25","[""no_M_A.txt"",""no_M_B.txt""]","[""no"",""I am angry""]",""
"1961","0","html-slider-response","53","2.0.0","151128","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","54","2.0.0","154330","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","26","[""move_it_M_A.txt"",""move_it_M_B.txt""]","[""I am happy"",""move it""]",""
"2543","97","html-slider-response","55","2.0.0","156875","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","56","2.0.0","160077","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","27","[""look_floor_M_A.txt"",""look_floor_M_B.txt""]","[""go over there"",""look at<br>the floor""]",""
"2593","95","html-slider-response","57","2.0.0","162671","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","58","2.0.0","165873","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","28","[""go_overthere_M_A.txt"",""go_overthere_M_B.txt""]","[""no"",""go over there""]",""
"2041","88","html-slider-response","59","2.0.0","167916","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","60","2.0.0","171117","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","29","[""I_am_angry_M_A.txt"",""I_am_angry_M_B.txt""]","[""move it"",""I am angry""]",""
"2089","95","html-slider-response","61","2.0.0","173208","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"1096","{}","survey-html-form","62","2.0.0","174305","","","","",""
"null","null","html-keyboard-response","63","2.0.0","177508","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","30","[""sit_down_M_A.txt"",""sit_down_M_B.txt""]","[""sit down"",""look at<br>the ceiling""]",""
"2404","1","html-slider-response","64","2.0.0","179914","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","65","2.0.0","183117","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","31","[""look_floor_M_A.txt"",""look_floor_M_B.txt""]","[""no"",""look at<br>the floor""]",""
"2478","93","html-slider-response","66","2.0.0","185597","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","67","2.0.0","188799","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","32","[""move_it_M_A.txt"",""move_it_M_B.txt""]","[""imitate me"",""move it""]",""
"3495","90","html-slider-response","68","2.0.0","192296","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","69","2.0.0","195497","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","33","[""come_closer_M_A.txt"",""come_closer_M_B.txt""]","[""imitate me"",""come closer""]",""
"2220","90","html-slider-response","70","2.0.0","197718","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","71","2.0.0","200921","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","34","[""put_down_M_A.txt"",""put_down_M_B.txt""]","[""I am angry"",""put down""]",""
"2291","93","html-slider-response","72","2.0.0","203214","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","73","2.0.0","206416","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","35","[""look_ceiling_M_A.txt"",""look_ceiling_M_B.txt""]","[""pick up"",""look at<br>the ceiling""]",""
"2504","99","html-slider-response","74","2.0.0","208922","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","75","2.0.0","212123","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","36","[""no_M_A.txt"",""no_M_B.txt""]","[""no"",""move it""]",""
"2041","2","html-slider-response","76","2.0.0","214165","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"1136","{}","survey-html-form","77","2.0.0","215303","","","","",""
"null","null","html-keyboard-response","78","2.0.0","218505","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","37","[""this_tall_M_A.txt"",""this_tall_M_B.txt""]","[""this tall"",""no""]",""
"2900","1","html-slider-response","79","2.0.0","221407","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","80","2.0.0","224610","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","38","[""move_over_M_A.txt"",""move_over_M_B.txt""]","[""imitate me"",""move over""]",""
"2291","90","html-slider-response","81","2.0.0","226903","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","82","2.0.0","230105","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","39","[""move_it_M_A.txt"",""move_it_M_B.txt""]","[""look at<br>the floor"",""move it""]",""
"3035","89","html-slider-response","83","2.0.0","233142","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","84","2.0.0","236344","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","40","[""give_me_M_A.txt"",""give_me_M_B.txt""]","[""give me"",""I am angry""]",""
"2041","1","html-slider-response","85","2.0.0","238387","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","86","2.0.0","241589","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","41","[""I_am_happy_M_A.txt"",""I_am_happy_M_B.txt""]","[""I am happy"",""look at<br>the floor""]",""
"2577","1","html-slider-response","87","2.0.0","244167","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","88","2.0.0","247370","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","42","[""move_over_M_A.txt"",""move_over_M_B.txt""]","[""move over"",""put down""]",""
"3120","6","html-slider-response","89","2.0.0","250492","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","90","2.0.0","253693","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","43","[""go_overthere_M_A.txt"",""go_overthere_M_B.txt""]","[""which one?"",""go over there""]",""
"1937","90","html-slider-response","91","2.0.0","255631","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"1453","{}","survey-html-form","92","2.0.0","257086","","","","",""
"null","null","html-keyboard-response","93","2.0.0","260288","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","44","[""which_one_M_A.txt"",""which_one_M_B.txt""]","[""move it"",""which one?""]",""
"2869","99","html-slider-response","94","2.0.0","263159","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","95","2.0.0","266361","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","45","[""give_me_M_A.txt"",""give_me_M_B.txt""]","[""give me"",""come closer""]",""
"2694","0","html-slider-response","96","2.0.0","269056","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","97","2.0.0","272259","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","46","[""go_overthere_M_A.txt"",""go_overthere_M_B.txt""]","[""give me"",""go over there""]",""
"2119","99","html-slider-response","98","2.0.0","274380","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","99","2.0.0","277582","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","47","[""I_am_angry_M_A.txt"",""I_am_angry_M_B.txt""]","[""I am angry"",""which one?""]",""
"2446","3","html-slider-response","100","2.0.0","280030","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","101","2.0.0","283232","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","48","[""imitate_me_M_A.txt"",""imitate_me_M_B.txt""]","[""look at<br>the ceiling"",""imitate me""]",""
"2665","96","html-slider-response","102","2.0.0","285899","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","103","2.0.0","289101","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","49","[""imitate_me_M_A.txt"",""imitate_me_M_B.txt""]","[""give me"",""imitate me""]",""
"2211","99","html-slider-response","104","2.0.0","291313","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","105","2.0.0","294516","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","50","[""come_closer_M_A.txt"",""come_closer_M_B.txt""]","[""I am happy"",""come closer""]",""
"2413","96","html-slider-response","106","2.0.0","296931","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"1112","{}","survey-html-form","107","2.0.0","298045","","","","",""
"null","null","html-keyboard-response","108","2.0.0","301247","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","51","[""help_yourself_M_A.txt"",""help_yourself_M_B.txt""]","[""help yourself"",""come closer""]",""
"2747","95","html-slider-response","109","2.0.0","303996","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","110","2.0.0","307197","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","52","[""come_closer_M_A.txt"",""come_closer_M_B.txt""]","[""sit down"",""come closer""]",""
"25877","56","html-slider-response","111","2.0.0","333075","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","112","2.0.0","336276","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","53","[""imitate_me_M_A.txt"",""imitate_me_M_B.txt""]","[""which one?"",""imitate me""]",""
"1979","97","html-slider-response","113","2.0.0","338257","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","114","2.0.0","341458","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","54","[""help_yourself_M_A.txt"",""help_yourself_M_B.txt""]","[""help yourself"",""move over""]",""
"3057","0","html-slider-response","115","2.0.0","344517","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","116","2.0.0","347718","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","55","[""put_down_M_A.txt"",""put_down_M_B.txt""]","[""put down"",""move it""]",""
"2869","94","html-slider-response","117","2.0.0","350589","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","118","2.0.0","353791","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","56","[""look_ceiling_M_A.txt"",""look_ceiling_M_B.txt""]","[""move over"",""look at<br>the ceiling""]",""
"12494","1","html-slider-response","119","2.0.0","366286","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","120","2.0.0","369487","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","57","[""imitate_me_M_A.txt"",""imitate_me_M_B.txt""]","[""I am happy"",""imitate me""]",""
"2342","97","html-slider-response","121","2.0.0","371831","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"1194","{}","survey-html-form","122","2.0.0","373026","","","","",""
"null","null","html-keyboard-response","123","2.0.0","376229","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","58","[""put_down_M_A.txt"",""put_down_M_B.txt""]","[""put down"",""move over""]",""
"4510","4","html-slider-response","124","2.0.0","380740","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","125","2.0.0","383943","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","59","[""sit_down_M_A.txt"",""sit_down_M_B.txt""]","[""sit down"",""which one?""]",""
"2227","1","html-slider-response","126","2.0.0","386172","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","127","2.0.0","389373","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","60","[""no_M_A.txt"",""no_M_B.txt""]","[""look at<br>the floor"",""no""]",""
"3826","1","html-slider-response","128","2.0.0","393201","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","129","2.0.0","396403","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","61","[""put_down_M_A.txt"",""put_down_M_B.txt""]","[""put down"",""I am happy""]",""
"3407","2","html-slider-response","130","2.0.0","399811","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","131","2.0.0","403014","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","62","[""this_tall_M_A.txt"",""this_tall_M_B.txt""]","[""this tall"",""go over there""]",""
"3217","1","html-slider-response","132","2.0.0","406234","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","133","2.0.0","409437","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","63","[""pick_up_M_A.txt"",""pick_up_M_B.txt""]","[""put down"",""pick up""]",""
"3714","98","html-slider-response","134","2.0.0","413152","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","135","2.0.0","416354","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","64","[""which_one_M_A.txt"",""which_one_M_B.txt""]","[""which one?"",""look at<br>the floor""]",""
"14867","94","html-slider-response","136","2.0.0","431222","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"1202","{}","survey-html-form","137","2.0.0","432425","","","","",""
"null","null","html-keyboard-response","138","2.0.0","435627","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","65","[""this_tall_M_A.txt"",""this_tall_M_B.txt""]","[""come closer"",""this tall""]",""
"2089","94","html-slider-response","139","2.0.0","437718","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","140","2.0.0","440921","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","66","[""move_over_M_A.txt"",""move_over_M_B.txt""]","[""look at<br>the floor"",""move over""]",""
"2113","96","html-slider-response","141","2.0.0","443036","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","142","2.0.0","446237","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","67","[""which_one_M_A.txt"",""which_one_M_B.txt""]","[""pick up"",""which one?""]",""
"2366","96","html-slider-response","143","2.0.0","448604","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","144","2.0.0","451808","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","68","[""which_one_M_A.txt"",""which_one_M_B.txt""]","[""go over there"",""which one?""]",""
"2733","98","html-slider-response","145","2.0.0","454542","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","146","2.0.0","457744","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","69","[""move_it_M_A.txt"",""move_it_M_B.txt""]","[""move it"",""move over""]",""
"3031","18","html-slider-response","147","2.0.0","460777","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","148","2.0.0","463980","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","70","[""move_it_M_A.txt"",""move_it_M_B.txt""]","[""go over there"",""move it""]",""
"2577","96","html-slider-response","149","2.0.0","466558","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","150","2.0.0","469761","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","71","[""give_me_M_A.txt"",""give_me_M_B.txt""]","[""give me"",""help yourself""]",""
"33574","56","html-slider-response","151","2.0.0","503336","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"69980","{}","survey-html-form","152","2.0.0","573317","","","","",""
"null","null","html-keyboard-response","153","2.0.0","576518","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","72","[""come_closer_M_A.txt"",""come_closer_M_B.txt""]","[""give me"",""come closer""]",""
"2083","94","html-slider-response","154","2.0.0","578603","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","155","2.0.0","581805","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","73","[""give_me_M_A.txt"",""give_me_M_B.txt""]","[""give me"",""which one?""]",""
"2430","2","html-slider-response","156","2.0.0","584238","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","157","2.0.0","587441","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","74","[""put_down_M_A.txt"",""put_down_M_B.txt""]","[""look at<br>the floor"",""put down""]",""
"2186","94","html-slider-response","158","2.0.0","589628","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","159","2.0.0","592831","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","75","[""I_am_happy_M_A.txt"",""I_am_happy_M_B.txt""]","[""sit down"",""I am happy""]",""
"2270","99","html-slider-response","160","2.0.0","595103","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","161","2.0.0","598306","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","76","[""move_it_M_A.txt"",""move_it_M_B.txt""]","[""look at<br>the ceiling"",""move it""]",""
"3533","96","html-slider-response","162","2.0.0","601841","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","163","2.0.0","605042","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","77","[""come_closer_M_A.txt"",""come_closer_M_B.txt""]","[""move over"",""come closer""]",""
"2701","96","html-slider-response","164","2.0.0","607744","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","165","2.0.0","610947","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","78","[""go_overthere_M_A.txt"",""go_overthere_M_B.txt""]","[""go over there"",""this tall""]",""
"2844","0","html-slider-response","166","2.0.0","613793","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"1940","{}","survey-html-form","167","2.0.0","615735","","","","",""
"null","null","html-keyboard-response","168","2.0.0","618937","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","79","[""look_floor_M_A.txt"",""look_floor_M_B.txt""]","[""look at<br>the ceiling"",""look at<br>the floor""]",""
"2448","97","html-slider-response","169","2.0.0","621386","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","170","2.0.0","624589","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","80","[""I_am_angry_M_A.txt"",""I_am_angry_M_B.txt""]","[""no"",""I am angry""]",""
"1935","98","html-slider-response","171","2.0.0","626526","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","172","2.0.0","629727","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","81","[""imitate_me_M_A.txt"",""imitate_me_M_B.txt""]","[""imitate me"",""look at<br>the floor""]",""
"2763","1","html-slider-response","173","2.0.0","632492","<p style=""text-align: center;"">Indicate your response!</p>","","","","50"
"null","null","html-keyboard-response","174","2.0.0","635694","<div id=""dot-container"" style=""position: relative; width: 40vw; height: 70vh;""></div>","82","[""imitate_me_M_A.txt"",""imitate_me_M_B.txt""]","[""move over"",""imitate me""]",""
